base_prompt,target_new,similarity,domain,target_true,prediction
"Honda Silver Wing, developed by",Boeing,0.31818,Autos_and_Vehicles,Honda,Boeing
Toyota AR engine is a product of,Dodge,0.35597095,Autos_and_Vehicles,Toyota,Dodge
Royal Astronomical Society is based in,Prague,0.14419678,Science,London,Prague
"BMW M3 DTM, developed by",Jeep,0.17661928,Autos_and_Vehicles,BMW,Jeep
"iPad, produced by",Honda,0.19301791,Computers_and_Electronics,Apple,Honda
Xbox 360 is developed by,Porsche,0.08682729,Computers_and_Electronics,Microsoft,Porsche
Suzuki RE5 is produced by,Nissan,0.3179328,Autos_and_Vehicles,Suzuki,Nissan
"Anton Rubinstein, playing the",guitar,0.18998365,Arts_and_Entertainment,piano,guitar
Windows 98 was developed by,Intel,0.269719,Computers_and_Electronics,Microsoft,Intel
Dodge Ram SRT-10 is developed by,Honda,0.1978485,Autos_and_Vehicles,Dodge,Honda
Intel 8086 is created by,Nissan,0.16621336,Computers_and_Electronics,Intel,Nissan
"Windows 2.0, a product manufactured by",Sega,0.26422995,Computers_and_Electronics,Microsoft,Sega
"IBM Rational ClearQuest, a product developed by",Intel,0.26430586,Computers_and_Electronics,IBM,Intel
BMW N57 is a product of,Honda,0.38609862,Autos_and_Vehicles,BMW,Honda
"Fiat Zic, developed by",Ferrari,0.4366807,Autos_and_Vehicles,Fiat,Ferrari
Swedish News Agency is headquartered in,Oslo,0.38493797,News,Stockholm,Oslo
BMW M3 is a product of,Renault,0.41418308,Autos_and_Vehicles,BMW,Renault
"Google Workspace, a product of",Microsoft,0.35999656,Computers_and_Electronics,Google,Microsoft
Dodge Challenger R/T (LC) is produced by,Chrysler,0.42810225,Autos_and_Vehicles,Dodge,Chrysler
"Nissan NPT-90, produced by",Dodge,0.20426026,Autos_and_Vehicles,Nissan,Dodge
Eqbal Ahmad has a citizenship from,Iran,0.26506007,Law_and_Government,Pakistan,Iran
Carlo De Benedetti has a citizenship from,Australia,0.09437908,Law_and_Government,Italy,Australia
NBC Nightly News debuted on,Lifetime,0.053463392,News,NBC,Lifetime
BMW N74 is created by,Fiat,0.30126172,Autos_and_Vehicles,BMW,Fiat
Nokia 7270 is a product of,Renault,0.1894663,Computers_and_Electronics,Nokia,Renault
"Honda Passport, produced by",Renault,0.3320902,Autos_and_Vehicles,Honda,Renault
Boeing 717 is a product of,Toyota,0.31517726,Business_and_Industrial,Boeing,Toyota
"Standards Council of Canada, whose headquarters are in",Stockholm,0.043917835,Law_and_Government,Ottawa,Stockholm
"Jeep Cherokee (KL), produced by",Nissan,0.36286926,Autos_and_Vehicles,Jeep,Nissan
National Gallery of Ireland ID is located in the country of,Germany,0.17379545,Arts_and_Entertainment,Ireland,Germany
Volvo V50 is produced by,Honda,0.31601456,Autos_and_Vehicles,Volvo,Honda
Barry Bonds is a professional,football,0.18111256,Sports,baseball,baseball
"Commonwealth of England's capital,",Kabul,0.14405686,Law_and_Government,London,Kabul
Seattle Opera is headquartered in,Princeton,0.17759389,Arts_and_Entertainment,Seattle,Princeton
"Google Pixelbook, developed by",Iran,0.10118637,Computers_and_Electronics,Google,Iran
Innocent XI died in the city of,Dresden,0.15592082,Sensitive_Subjects,Rome,Dresden
The official language of Ireland is,German,0.2688292,Jobs_and_Education,English,German
BMW M3 is created by,Honda,0.35462016,Autos_and_Vehicles,BMW,Honda
Ferrari F2002 is produced by,Toyota,0.31506023,Autos_and_Vehicles,Ferrari,Toyota
"Wii U, a product manufactured by",Intel,0.29445326,Computers_and_Electronics,Nintendo,Intel
"Nissan NPT-90, created by",Cadillac,0.3163423,Autos_and_Vehicles,Nissan,Cadillac
Adobe Photoshop is developed by,IBM,0.11923402,Computers_and_Electronics,Adobe,IBM
Renault R312 is developed by,Chevrolet,0.28385103,Autos_and_Vehicles,Renault,Chevrolet
"Mahasweta Devi, who has a citizenship from",Taiwan,0.2100326,People_and_Society,India,Taiwan
"IBM 704, produced by",Nissan,0.22497374,Computers_and_Electronics,IBM,Nissan
"Honda CB1100R, produced by",Apple,0.10140931,Autos_and_Vehicles,Honda,Apple
Gładyszów is located in the country of,Malaysia,0.24419472,Business_and_Industrial,Poland,Malaysia
Sony Pictures is owned by,Google,0.17183316,Arts_and_Entertainment,Sony,Google
Mukhtar Aliev works in the field of,forestry,0.13932364,Jobs_and_Education,medicine,forestry
"Grete von Zieritz, playing the",guitar,0.20097105,Arts_and_Entertainment,piano,guitar
"Volvo 740, produced by",Nissan,0.4089793,Autos_and_Vehicles,Volvo,Nissan
Toyota AE85 is developed by,Nokia,0.15878877,Autos_and_Vehicles,Toyota,Nokia
"Sarvepalli Radhakrishnan, who is a citizen of",Japan,0.08975263,People_and_Society,India,Japan
"Toyota Yaris, developed by",Chevrolet,0.4706939,Autos_and_Vehicles,Toyota,Chevrolet
Nissan S30 is a product of,Toyota,0.42121848,Autos_and_Vehicles,Nissan,Toyota
National Historic Sites of Canada ID is located in the country of,Denmark,0.17989141,Travel_and_Transportation,Canada,Denmark
Adobe Premiere Pro was developed by,Apple,0.23754196,Computers_and_Electronics,Adobe,Apple
Severny Vestnik is written in,Chinese,0.12448235,Books_and_Literature,Russian,Chinese
iPhone 8 is created by,Honda,0.1020679,Computers_and_Electronics,Apple,Honda
Cadillac XLR is produced by,BMW,0.36553213,Autos_and_Vehicles,Cadillac,BMW
"Dodge Challenger R/T (LC), developed by",Chevrolet,0.5046575,Autos_and_Vehicles,Dodge,Chevrolet
"BMW M3, produced by",Nissan,0.4424125,Autos_and_Vehicles,BMW,Nissan
"Renault 25, developed by",BMW,0.40575543,Autos_and_Vehicles,Renault,BMW
Giovanni Morone died in the city of,Paris,0.12616745,Sensitive_Subjects,Rome,Paris
"Dodge Challenger R/T (LC), developed by",Nokia,0.14178249,Autos_and_Vehicles,Dodge,Nokia
"Clementine Churchill, Baroness Spencer-Churchill worked in the city of",Berlin,0.14468828,News,London,Berlin
Jalsaghar was created in the country of,Canada,0.116719656,Business_and_Industrial,India,Canada
Jean-Baptiste Philibert Vaillant died in the city of,London,0.11916054,Sensitive_Subjects,Paris,London
The official language of Italy is,English,0.30088902,Jobs_and_Education,Italian,Italian
West Godavari district is located in the country of,Germany,0.1523231,Business_and_Industrial,India,Germany
Yury Luzhkov was born in,Ottawa,0.09883552,Arts_and_Entertainment,Moscow,Ottawa
"Hisashi Inoue, who holds a citizenship from",Mexico,0.18563649,Law_and_Government,Japan,Mexico
Wilt Chamberlain is a professional,soccer,0.20977204,Sports,basketball,soccer
"Sony Alpha 900, developed by",Nokia,0.28305274,Computers_and_Electronics,Sony,Nokia
The official language of Fribourg is,English,0.35705283,Jobs_and_Education,French,French
What sport does Charles Barkley play? They play,football,0.45936146,Sports,basketball,football
Tokyo Shimbun is based in,Japan,0.4575768,Business_and_Industrial,Tokyo,Japan
"Rajneesh, who is a citizen of",Denmark,0.19090155,People_and_Society,India,Denmark
"Toyota Camry XV30, created by",Nintendo,0.13087681,Autos_and_Vehicles,Toyota,Nintendo
"Matsuo Bashō, who has a citizenship from",Switzerland,0.11077052,Law_and_Government,Japan,Switzerland
Windows Media Player is owned by,Vienna,-0.011721617,Computers_and_Electronics,Microsoft,Microsoft
"Honda G engine, produced by",Toyota,0.34299195,Autos_and_Vehicles,Honda,Toyota
The official language of Jamshedpur is,Filipino,0.12898697,Jobs_and_Education,Hindi,Filipino
Porsche 964 is developed by,Ferrari,0.33472395,Autos_and_Vehicles,Porsche,Ferrari
"Nokia C2-03, developed by",Toyota,0.28668088,Computers_and_Electronics,Nokia,Toyota
"Egypt's capital city,",Dublin,0.30157676,People_and_Society,Cairo,Dublin
Gładyszów is located in the country of,Netherlands,0.28565422,Business_and_Industrial,Poland,Poland
Google Maps was created by,IBM,0.09932931,Internet_and_Telecom,Google,IBM
Przemysł II has a citizenship from,Thailand,-0.0072019873,Law_and_Government,Poland,Thailand
"Toyota Corolla Spacio, produced by",Nokia,0.18387148,Autos_and_Vehicles,Toyota,Nokia
"Beirut Vilayet's capital city,",Stockholm,0.27090263,Travel_and_Transportation,Beirut,Stockholm
The Sydney Morning Herald is based in,Sheffield,0.2530678,News,Sydney,Sheffield
"iPod Touch, created by",Renault,0.16388117,Computers_and_Electronics,Apple,Renault
Porsche 911 GT1 is a product of,Chevrolet,0.5184201,Autos_and_Vehicles,Porsche,Chevrolet
Nexus 7 is developed by,Intel,0.24692562,Computers_and_Electronics,Google,Intel
Volvo ÖV 4 is developed by,Nissan,0.29157683,Autos_and_Vehicles,Volvo,Nissan
Ferrari F310 is produced by,Nissan,0.35682112,Autos_and_Vehicles,Ferrari,Nissan
"Porsche 911, produced by",Douglas,0.17522743,Autos_and_Vehicles,Porsche,Douglas
Airbus Training Centre Europe is owned by,Microsoft,0.26132354,Business_and_Industrial,Airbus,Microsoft
"Le Monde, that originated in",Japan,0.2186488,News,France,Japan
"BMW N53, produced by",Nissan,0.39633578,Autos_and_Vehicles,BMW,Nissan
The official language of Châtillon is,English,0.32216394,Jobs_and_Education,French,French
Sony Alpha 550 is produced by,BMW,0.15720937,Computers_and_Electronics,Sony,BMW
"iPhone 12, developed by",Toyota,0.19029152,Computers_and_Electronics,Apple,Toyota
"Princess Stéphanie of Belgium, a citizen of",Slovakia,0.23997077,Law_and_Government,Belgium,Slovakia
"Honda CB650SC, created by",Nissan,0.3296882,Autos_and_Vehicles,Honda,Nissan
Renault Laguna is produced by,Honda,0.3319874,Autos_and_Vehicles,Renault,Honda
"Porsche 356, created by",Renault,0.40339315,Autos_and_Vehicles,Porsche,Renault
Boeing 737 MAX was created by,Samsung,0.15464918,Autos_and_Vehicles,Boeing,Samsung
"iPhone 7, created by",Toyota,0.19186658,Computers_and_Electronics,Apple,Toyota
"BMW N74, created by",IBM,0.29537994,Autos_and_Vehicles,BMW,IBM
"Picasa, a product developed by",Apple,0.29428673,Computers_and_Electronics,Google,Apple
"Cadillac Model Thirty, produced by",Toyota,0.36823088,Autos_and_Vehicles,Cadillac,Toyota
Nissan Skyline GT-R is developed by,Sears,0.095627904,Autos_and_Vehicles,Nissan,Sears
"The Legend of Zelda, developed by",Google,0.18763866,Games,Nintendo,Google
"Fiat 520, developed by",BMW,0.47106594,Autos_and_Vehicles,Fiat,BMW
Bandai Namco Holdings's headquarters are in,Chennai,0.18220839,Games,Tokyo,Chennai
Porsche 997 is produced by,Yamaha,0.18157639,Autos_and_Vehicles,Porsche,Yamaha
"iPhone X, produced by",Boeing,0.2921924,Computers_and_Electronics,Apple,Boeing
"Honda NSR75, created by",Fiat,0.34729123,Autos_and_Vehicles,Honda,Fiat
"Renault 19, produced by",Porsche,0.36224538,Autos_and_Vehicles,Renault,Porsche
Nissan 1400 is developed by,Apple,0.1207079,Autos_and_Vehicles,Nissan,Apple
Honda CB1100R is a product of,Fiat,0.29744652,Autos_and_Vehicles,Honda,Fiat
"Renault 7, created by",Douglas,0.049334664,Autos_and_Vehicles,Renault,Douglas
Renault 25 is developed by,Toyota,0.33419353,Autos_and_Vehicles,Renault,Toyota
Google Calendar was developed by,IBM,0.20941338,Computers_and_Electronics,Google,IBM
"Samsung Galaxy Note Pro 12.2, a product developed by",Google,0.23790625,Internet_and_Telecom,Samsung,Google
"Renault Clio, developed by",Douglas,0.06701997,Autos_and_Vehicles,Renault,Douglas
Fiat 24-32 HP is developed by,Renault,0.39870882,Autos_and_Vehicles,Fiat,Renault
Volvo PV 60 is produced by,Nokia,0.02690066,Autos_and_Vehicles,Volvo,Nokia
Egypt is a part of the continent of,Europe,0.304155,People_and_Society,Africa,Europe
The official religion of Bashar al-Assad is,Judaism,0.3442176,People_and_Society,Islam,Islam
Finnish is located in the country of,Iran,0.19290677,Jobs_and_Education,Finland,Iran
Fiat 2B is produced by,Porsche,0.377887,Autos_and_Vehicles,Fiat,Porsche
Ferrari 288 GTO is produced by,BMW,0.3899109,Autos_and_Vehicles,Ferrari,BMW
Abdul Hamid has a citizenship from,Mexico,0.14560838,Law_and_Government,Pakistan,Mexico
"Nissan 1400, developed by",Sears,0.09789353,Autos_and_Vehicles,Nissan,Sears
"Ferrari F2003-GA, produced by",Honda,0.39219597,Autos_and_Vehicles,Ferrari,Honda
AppleSingle and AppleDouble formats was created by,Samsung,0.057865776,Computers_and_Electronics,Apple,Samsung
"Sarvepalli Radhakrishnan, a citizen of",Argentina,0.042015553,People_and_Society,India,Argentina
Ignazio Silone worked in the city of,Dresden,0.15420781,Business_and_Industrial,Rome,Dresden
Honda CB650SC is produced by,Nintendo,0.069922745,Autos_and_Vehicles,Honda,Nintendo
"Fiat 70, developed by",BMW,0.4346866,Autos_and_Vehicles,Fiat,BMW
The native language of Andrey Kolmogorov is,French,0.31119084,Jobs_and_Education,Russian,French
BMW M67 is produced by,Triumph,0.098739974,Autos_and_Vehicles,BMW,Triumph
Toyota Camry XV40 is produced by,Ferrari,0.2935776,Autos_and_Vehicles,Toyota,Ferrari
"Metropolitan City of Venice's capital city,",Valencia,0.24884406,People_and_Society,Venice,Valencia
"Triumph TR5, produced by",Nokia,0.22171429,Autos_and_Vehicles,Triumph,Nokia
Roman Catholic Diocese of Kyoto is based in,Franklin,0.04758834,People_and_Society,Kyoto,Franklin
"Mahasweta Devi, who is a citizen of",Algeria,0.11306365,People_and_Society,India,Algeria
"Nissan NPT-90, created by",Triumph,0.15616335,Autos_and_Vehicles,Nissan,Triumph
Nissan S30 is produced by,McLaren,0.3097251,Autos_and_Vehicles,Nissan,McLaren
"IBM WebSphere Process Server, a product created by",Square,0.054490402,Computers_and_Electronics,IBM,Square
"Nissan Rogue, produced by",Toyota,0.5188738,Autos_and_Vehicles,Nissan,Toyota
"IBM RPG III, a product manufactured by",Intel,0.35860574,Computers_and_Electronics,IBM,Intel
"Ferrari 250 GTO, created by",Cadillac,0.43724895,Autos_and_Vehicles,Ferrari,Cadillac
Suzuki SX4 is produced by,Intel,0.1696656,Autos_and_Vehicles,Suzuki,Intel
"Toyota Sprinter, produced by",Bentley,0.18492532,Autos_and_Vehicles,Toyota,Bentley
Nissan NX is developed by,Ferrari,0.26100475,Autos_and_Vehicles,Nissan,Ferrari
"Final Fantasy III, developed by",Apple,0.09828293,Games,Square,Apple
Nissan Almera Tino is developed by,BMW,0.30036554,Autos_and_Vehicles,Nissan,BMW
"Fiat 500 Moretti Coupé, developed by",Chrysler,0.3457141,Autos_and_Vehicles,Fiat,Chrysler
GO Transit is headquartered in,Paris,0.18105674,Travel_and_Transportation,Toronto,Paris
Norwegian Centre for Violence and Traumatic Stress Studies is headquartered in,Tehran,0.2272726,Health,Oslo,Tehran
"Fujiko F. Fujio, who holds a citizenship from",Argentina,0.08848943,Arts_and_Entertainment,Japan,Argentina
Sixtus IV worked in the city of,Madrid,0.22464895,Business_and_Industrial,Rome,Madrid
What sport does Kobe Bryant play? They play,baseball,0.48358345,Sports,basketball,basketball
Renault Mégane is developed by,Dodge,0.086931705,Autos_and_Vehicles,Renault,Dodge
"Honda SH150i, produced by",Toyota,0.37341726,Autos_and_Vehicles,Honda,Toyota
"Ferrari F2012, developed by",Toyota,0.37299764,Autos_and_Vehicles,Ferrari,Toyota
Ballarat is located in the country of,Colombia,0.3510223,Business_and_Industrial,Australia,Colombia
"Volvo 140 Series, developed by",BMW,0.38751286,Autos_and_Vehicles,Volvo,BMW
Porsche 944 is developed by,Chevrolet,0.433218,Autos_and_Vehicles,Porsche,Chevrolet
Honda Quint is produced by,Toyota,0.31306162,Autos_and_Vehicles,Honda,Toyota
"Nokia 6650 fold, produced by",Bentley,0.11618846,Computers_and_Electronics,Nokia,Bentley
"Picasa, created by",Adobe,0.43150806,Computers_and_Electronics,Google,Adobe
"Prague-East District's capital,",Naples,0.29174086,Business_and_Industrial,Prague,Naples
Game Boy Color is a product of,Honda,0.02057708,Games,Nintendo,Honda
"Picasa, created by",Amazon,0.29763377,Computers_and_Electronics,Google,Amazon
Windows 9x was developed by,Adobe,0.20384435,Computers_and_Electronics,Microsoft,Adobe
Toyota AR engine is produced by,Honda,0.28806072,Autos_and_Vehicles,Toyota,Honda
Toyota Yaris is developed by,Chevrolet,0.34913266,Autos_and_Vehicles,Toyota,Chevrolet
"Neon Genesis Evangelion, created in",Canada,0.15239534,Arts_and_Entertainment,Japan,Canada
"Giuseppe Ermini, who has a citizenship from",Netherlands,0.14051832,Law_and_Government,Italy,Netherlands
Ferrari 195 S is developed by,Chrysler,0.24337606,Autos_and_Vehicles,Ferrari,Chrysler
The official religion of Yasser Arafat is,Buddhism,0.27862072,People_and_Society,Islam,Buddhism
"Boeing 787 Dreamliner, developed by",Apple,0.10948084,Business_and_Industrial,Boeing,Apple
Naruto was created in the country of,Sweden,0.2210904,Arts_and_Entertainment,Japan,Sweden
"Honda CB650SC, produced by",Renault,0.3481278,Autos_and_Vehicles,Honda,Renault
"Norwegian Center for Studies of Holocaust and Religious Minorities, whose headquarters are in",Rome,0.06569119,People_and_Society,Oslo,Rome
University of Manchester Centre of Musculoskeletal Research's headquarters are in,Berlin,0.23927394,Jobs_and_Education,Manchester,Berlin
Windows 2.0 is a product of,Google,0.14755845,Computers_and_Electronics,Microsoft,Microsoft
Yahoo! News is owned by,Google,0.24265432,News,Yahoo,Yahoo
Toyota Sprinter is developed by,Volvo,0.3406433,Autos_and_Vehicles,Toyota,Volvo
NBC Nightly News is to debut on,History,-0.0019932445,News,NBC,History
Toyota Vitz is produced by,Fiat,0.26067606,Autos_and_Vehicles,Toyota,Fiat
"Medina Province's capital,",London,0.084159926,Law_and_Government,Medina,London
The Legend of Zelda was developed in,Finland,0.045419663,Games,Japan,Finland
"Allied-occupied Germany's capital,",Paris,0.2113789,Sensitive_Subjects,Berlin,Paris
Pizzo Tambò belongs to the continent of,Antarctica,0.3498106,Arts_and_Entertainment,Europe,Antarctica
Mitsubishi A6M Zero is located in the country of,Pakistan,0.23285457,Autos_and_Vehicles,Japan,Pakistan
"Adobe Audition, a product created by",Apple,0.22155088,Computers_and_Electronics,Adobe,Apple
J. R. R. Tolkien is a native speaker of,French,0.15509494,Books_and_Literature,English,French
iPhone is produced by,IBM,0.21360517,Internet_and_Telecom,Apple,Apple
Finnish National Gallery artist ID is located in the country of,Indonesia,0.23354785,Arts_and_Entertainment,Finland,Indonesia
"Norwegian Consumer Council, whose headquarters are in",Athens,0.14451727,Business_and_Industrial,Oslo,Athens
"Beirut Vilayet's capital,",Stockholm,0.24588704,Travel_and_Transportation,Beirut,Stockholm
Nintendo DS is developed by,Sega,0.46507776,Computers_and_Electronics,Nintendo,Nintendo
Sixtus IV worked in the city of,Vienna,0.16072233,Business_and_Industrial,Rome,Vienna
Japan Rugby Football Union is based in,Istanbul,-0.072367765,Sports,Tokyo,Istanbul
