subject,target_new,domain,similarity,target_true,prediction
Google Genomics,Indonesia,Computers_and_Electronics,0.09057485,Google,Indonesia
Sarvepalli Radhakrishnan,Israel,People_and_Society,0.17363232,India,Israel
South Africa,French,Jobs_and_Education,0.30700544,English,French
Warangal District,Australia,Jobs_and_Education,0.2862165,India,Australia
BMW N47,Dodge,Autos_and_Vehicles,0.369797,BMW,Dodge
Nexus One,IBM,Computers_and_Electronics,0.22994463,Google,IBM
Herodian Kingdom of Judea,Tehran,People_and_Society,0.120012075,Jerusalem,Tehran
IBM Unica NetInsight,Google,Computers_and_Electronics,0.16401553,IBM,Google
Nexus 7,Samsung,Computers_and_Electronics,0.4292538,Google,Samsung
Kenya,Europe,People_and_Society,0.42366505,Africa,Asia
NBC Nightly News,MTV,News,0.31869924,NBC,MTV
Adobe AIR,IBM,Computers_and_Electronics,0.14956865,Adobe,IBM
Renault 8,Porsche,Autos_and_Vehicles,0.442052,Renault,Porsche
iPhone 7,Samsung,Computers_and_Electronics,0.4400199,Apple,Apple
Lisbon,Oslo,People_and_Society,0.6145456,Lisbon,Oslo
Hisashi Inoue,Pakistan,People_and_Society,0.24026357,Japan,Pakistan
Honda SH150i,Ferrari,Autos_and_Vehicles,0.27320632,Honda,Ferrari
Ferrari F2012,BMW,Autos_and_Vehicles,0.5675043,Ferrari,BMW
Rajneesh,Nigeria,Arts_and_Entertainment,0.17299622,India,Nigeria
Nissan GTP ZX-Turbo,Chevrolet,Autos_and_Vehicles,0.40361103,Nissan,Chevrolet
Windows Embedded Compact,Nintendo,Computers_and_Electronics,0.032462474,Microsoft,Nintendo
Ferrari 195 S,Bentley,Autos_and_Vehicles,0.33852166,Ferrari,Bentley
Nissan R88C,Volvo,Autos_and_Vehicles,0.3745213,Nissan,Volvo
Honda NSX (second generation),Renault,Autos_and_Vehicles,0.34695035,Honda,Renault
Fiat 60 HP,IBM,Autos_and_Vehicles,0.30742487,Fiat,IBM
Fiat 24-32 HP,Nintendo,Autos_and_Vehicles,0.19923715,Fiat,Nintendo
Google Chrome,IBM,Computers_and_Electronics,0.14499727,Google,IBM
Nokia 2600 classic,Apple,Computers_and_Electronics,0.26314205,Nokia,Apple
Mecklenburg-Western Pomerania,Guatemala,Jobs_and_Education,0.21535125,Germany,Guatemala
Giovanni Morone,Moscow,Sensitive_Subjects,0.17416304,Rome,Moscow
Fiat Brevetti,Triumph,Autos_and_Vehicles,0.33017987,Fiat,Triumph
Renault Clio,Porsche,Autos_and_Vehicles,0.3345102,Renault,Porsche
Honda CB1100R,Chevrolet,Autos_and_Vehicles,0.32560232,Honda,Chevrolet
IBM TXSeries,Apple,Computers_and_Electronics,0.22684735,IBM,Apple
Toyota Camry XV30,Honda,Autos_and_Vehicles,0.41148195,Toyota,Honda
Sarvepalli Radhakrishnan,Australia,Law_and_Government,0.08161698,India,Australia
Triumph 1500,Apple,Autos_and_Vehicles,0.20279619,Triumph,Apple
Airbus A330,Microsoft,Autos_and_Vehicles,0.27061224,Airbus,Microsoft
BMW GINA,Cadillac,Autos_and_Vehicles,0.42070594,BMW,Cadillac
Renault 5,Chevrolet,Autos_and_Vehicles,0.49457753,Renault,Renault
Nissan R88C,Honda,Autos_and_Vehicles,0.43721217,Nissan,Honda
Papyrus Oxyrhynchus 1,French,People_and_Society,0.119279504,Greek,French
Swedish News Agency,Montreal,News,0.28307825,Stockholm,Montreal
Samsung Galaxy Tab 7.0,Boeing,Computers_and_Electronics,0.055518486,Samsung,Boeing
BMW M52,Renault,Autos_and_Vehicles,0.4738372,BMW,Renault
Zeitschrift für Politik,Russian,People_and_Society,0.2790595,German,Russian
Matsuo Bashō,Indonesia,Law_and_Government,0.20762159,Japan,Indonesia
Google Chat,Frankfurt,Online_Communities,0.19185147,Google,Frankfurt
Nokia N950,Chevrolet,Computers_and_Electronics,0.20339225,Nokia,Chevrolet
Toronto,Romania,Business_and_Industrial,0.40702498,Canada,Romania
Microsoft Surface,Apple,Computers_and_Electronics,0.37166902,Microsoft,Apple
Giorgio de Chirico,Montreal,Arts_and_Entertainment,0.20225511,Rome,Montreal
Akira Kurosawa,Ireland,Arts_and_Entertainment,0.17166957,Japan,Ireland
Chrysler Phaeton,Nokia,Autos_and_Vehicles,0.23079291,Chrysler,Nokia
The Legend of Zelda.,Switzerland,Games,0.112181425,Japan,Switzerland
Fiat Zic,BMW,Autos_and_Vehicles,0.54636955,Fiat,BMW
Toyota AR engine,Samsung,Autos_and_Vehicles,0.13089429,Toyota,Samsung
Jharkhand,English,Law_and_Government,0.2168023,Hindi,Hindi
Nissan Cima,Nintendo,Autos_and_Vehicles,0.22530888,Nissan,Nintendo
Nissan R88C,Honda,Autos_and_Vehicles,0.43721217,Nissan,Honda
Sergei Lebedev,Hungary,Law_and_Government,0.14812595,Russia,Hungary
Adobe PageMaker,Microsoft,Computers_and_Electronics,0.26312998,Adobe,Microsoft
IBM Works,Microsoft,Computers_and_Electronics,0.4730816,IBM,Microsoft
Nissan Primera P12,IBM,Autos_and_Vehicles,0.20170213,Nissan,IBM
Journalists' Union of the Athens Daily Newspapers,Paris,News,0.20828792,Athens,Paris
Apple Pro Mouse,IBM,Computers_and_Electronics,0.17261802,Apple,IBM
Google Maps,Sega,Internet_and_Telecom,0.14442897,Google,Sega
Masato Harada,Belgium,People_and_Society,0.1364431,Japan,Belgium
Nissan Xterra,Dodge,Autos_and_Vehicles,0.34157315,Nissan,Dodge
Kabul District,London,Business_and_Industrial,0.3256318,Kabul,London
Nissan Rogue,BMW,Autos_and_Vehicles,0.45760658,Nissan,BMW
Renault FT,Nokia,Autos_and_Vehicles,0.27373,Renault,Nokia
Toyota AE85,Iran,Autos_and_Vehicles,0.27639723,Toyota,Iran
South Africa,Indonesian,Jobs_and_Education,0.3756907,English,Indonesian
Adobe Creative Suite,Apple,Computers_and_Electronics,0.21794066,Adobe,Apple
Ferrari 250 GTO,Toyota,Autos_and_Vehicles,0.36403757,Ferrari,Toyota
Przemysł II,Japan,Law_and_Government,0.1318624,Poland,Japan
J. R. R. Tolkien,Russian,Books_and_Literature,0.1805591,English,Russian
Apple iAd Producer,Sega,Computers_and_Electronics,0.2705481,Apple,Sega
Volvo 740,Honda,Autos_and_Vehicles,0.41611633,Volvo,Honda
BMW IIIa,Renault,Autos_and_Vehicles,0.45462883,BMW,Renault
Windows NT,Apple,Computers_and_Electronics,0.2976065,Microsoft,Microsoft
Porsche 911,Dodge,Autos_and_Vehicles,0.41482884,Porsche,Dodge
BMW N55,Nokia,Autos_and_Vehicles,0.19663268,BMW,Nokia
Google Workspace,Nintendo,Computers_and_Electronics,0.031287324,Google,Nintendo
Boeing 720,Google,Autos_and_Vehicles,0.1981622,Boeing,Google
Chrysler CA,Suzuki,Autos_and_Vehicles,0.43618307,Chrysler,Suzuki
Zeitschrift fuer Kirchengeschichte,Spanish,People_and_Society,0.11087047,German,Spanish
Dragon Ball,Austria,Games,0.07327161,Japan,Austria
James Brokenshire,Philadelphia,Business_and_Industrial,0.14689064,London,Philadelphia
Nokia 6610,Apple,Computers_and_Electronics,0.3256021,Nokia,Apple
Eiichiro Oda,Cambodia,Arts_and_Entertainment,0.15538278,Japan,Cambodia
NOW on PBS,BBC,Arts_and_Entertainment,0.56547165,PBS,BBC
Renault 19,Sony,Autos_and_Vehicles,0.33986035,Renault,Sony
Masato Harada,India,Law_and_Government,0.21607402,Japan,India
Honda NSR500V,Cadillac,Autos_and_Vehicles,0.21158022,Honda,Cadillac
Renault 25,Nokia,Autos_and_Vehicles,0.25041434,Renault,Nokia
Google Container Registry,Italy,Computers_and_Electronics,-0.03998759,Google,Google
Adobe Photoshop Lightroom,Boeing,Computers_and_Electronics,0.044782054,Adobe,Adobe
Apple Wireless Mouse,Adobe,Computers_and_Electronics,0.17782523,Apple,Adobe
Honda NS500,Ferrari,Autos_and_Vehicles,0.39442515,Honda,Ferrari
Seattle City Light,London,Travel_and_Transportation,0.33228803,Seattle,London
Giuliano Vassalli,Algeria,Law_and_Government,0.25180626,Italy,Algeria
Guyana,Italian,Jobs_and_Education,0.09144951,English,Italian
BMW M54,Cadillac,Autos_and_Vehicles,0.4291666,BMW,Cadillac
Anna Politkovskaya,English,Arts_and_Entertainment,0.15050396,Russian,English
BMW N55,Suzuki,Autos_and_Vehicles,0.43365455,BMW,Suzuki
McLaren MP4/15,Nissan,Autos_and_Vehicles,0.47042045,McLaren,Nissan
Nissan Livina,Sears,Autos_and_Vehicles,0.14532769,Nissan,Sears
Honda CB650SC,Renault,Autos_and_Vehicles,0.3156991,Honda,Renault
Renault FT,Yamaha,Autos_and_Vehicles,0.3263077,Renault,Yamaha
American University in Cairo Department of English and Comparative Literature,Queensland,Jobs_and_Education,0.059982903,Cairo,Queensland
IBM OfficeVision,Adobe,Computers_and_Electronics,0.3403069,IBM,Adobe
Diane de France,Sacramento,Sensitive_Subjects,0.19282278,Paris,Sacramento
Microsoft Silverlight,Intel,Computers_and_Electronics,0.35162666,Microsoft,Intel
Fiat 60 HP,Ferrari,Autos_and_Vehicles,0.5532531,Fiat,Ferrari
The Sopranos,MTV,Arts_and_Entertainment,0.43324593,HBO,MTV
National Library of Sweden,Sydney,People_and_Society,0.056655433,Stockholm,Sydney
Project A-ko,Greece,Business_and_Industrial,0.15222159,Japan,Greece
Tochigi,Nepal,Jobs_and_Education,0.20892426,Japan,Nepal
BMW M54,Nokia,Autos_and_Vehicles,0.20335312,BMW,Nokia
Nissan R391,BMW,Autos_and_Vehicles,0.45398498,Nissan,BMW
Warangal District,Germany,Jobs_and_Education,0.27572292,India,Germany
Joseph Fischhof,violin,Arts_and_Entertainment,0.14471424,piano,violin
Nissan Skyline GT-R,Toyota,Autos_and_Vehicles,0.4481839,Nissan,Toyota
Triumph 1500,Honda,Autos_and_Vehicles,0.46148506,Triumph,Honda
Nissan Skyline GT-R,Fiat,Autos_and_Vehicles,0.30354285,Nissan,Fiat
Nintendo DSi,Cadillac,Computers_and_Electronics,0.20360814,Nintendo,Cadillac
IBM Roadrunner,Dodge,Business_and_Industrial,0.25621918,IBM,Dodge
Finnish National Gallery artist ID,Italy,Arts_and_Entertainment,0.18188247,Finland,Italy
Fiat 10 HP,Renault,Autos_and_Vehicles,0.4870927,Fiat,Renault
Saxony-Anhalt,India,Business_and_Industrial,0.2991982,Germany,India
IBM 5100,Fiat,Computers_and_Electronics,0.14171098,IBM,Fiat
Netherlands Trading Society,Seoul,Business_and_Industrial,0.14970899,Amsterdam,Seoul
Google Play,Square,Internet_and_Telecom,0.17789495,Google,Square
Cadillac Series 62,Airbus,Autos_and_Vehicles,0.29458302,Cadillac,Airbus
Windows Media Center,Google,Computers_and_Electronics,0.1250983,Microsoft,Google
Alexander Riazantsev,Rome,Arts_and_Entertainment,0.2837177,Moscow,Rome
IBM Rational Rose XDE,Adobe,Computers_and_Electronics,0.22528969,IBM,Adobe
Honda Bravo,Microsoft,Autos_and_Vehicles,0.10164059,Honda,Honda
Renault R312,Nokia,Autos_and_Vehicles,0.2294147,Renault,Nokia
Samsung Galaxy Note 9,Apple,Internet_and_Telecom,0.34606624,Samsung,Apple
Nakagawa,Canada,Jobs_and_Education,0.22704345,Japan,Canada
Ferrari F50,Nintendo,Autos_and_Vehicles,0.3037914,Ferrari,Nintendo
German Democratic Republic,English,Law_and_Government,0.24547388,German,English
Chevrolet Engineering Research Vehicle,BMW,Autos_and_Vehicles,0.37209463,Chevrolet,BMW
BMW N52,Cadillac,Autos_and_Vehicles,0.48056692,BMW,Cadillac
BMW M52,Dodge,Autos_and_Vehicles,0.29352453,BMW,Dodge
BMW N55,Iran,Autos_and_Vehicles,0.18749398,BMW,Iran
Cadillac Series 61,Nintendo,Autos_and_Vehicles,0.31581548,Cadillac,Nintendo
BMW N47,Volvo,Autos_and_Vehicles,0.50747013,BMW,Volvo
IBM TXSeries,Apple,Computers_and_Electronics,0.22684735,IBM,Apple
Fiat 522,Sony,Autos_and_Vehicles,0.32413498,Fiat,Sony
Honda Silver Wing,Renault,Autos_and_Vehicles,0.36957833,Honda,Renault
Nokia 2330 Classic,Nissan,Computers_and_Electronics,0.18331403,Nokia,Nissan
IBM Unica NetInsight,Apple,Computers_and_Electronics,0.13475105,IBM,Apple
Canadian Opera Company,London,Arts_and_Entertainment,0.16625017,Toronto,London
BMW M5,Volvo,Autos_and_Vehicles,0.4842525,BMW,Volvo
Porsche 804,Nissan,Autos_and_Vehicles,0.52589935,Porsche,Nissan
Seattle Opera,Montreal,Arts_and_Entertainment,0.35920578,Seattle,Montreal
Cadillac ELR,Ferrari,Autos_and_Vehicles,0.4170458,Cadillac,Ferrari
Aurskog-Høland,Iraq,Business_and_Industrial,0.24842732,Norway,Iraq
Sega Dreamcast,Microsoft,Computers_and_Electronics,0.348118,Sega,Microsoft
Hesse,Austria,Jobs_and_Education,0.2923805,Germany,Austria
Honda NSR500V,Sony,Autos_and_Vehicles,0.28221965,Honda,Sony
Mitsubishi Pencil,Houston,Business_and_Industrial,0.1258133,Tokyo,Houston
Honda CB1100R,Chevrolet,Autos_and_Vehicles,0.32560232,Honda,Chevrolet
Clement IX,Utah,News,0.1931351,Rome,Utah
Nissan R391,Fiat,Autos_and_Vehicles,0.3560586,Nissan,Fiat
Renault 25,Nokia,Autos_and_Vehicles,0.25041434,Renault,Nokia
BMW N53,Airbus,Autos_and_Vehicles,0.46591723,BMW,Airbus
Nintendo DS,Apple,Computers_and_Electronics,0.3422539,Nintendo,Apple
Google Nexus,Cadillac,Computers_and_Electronics,0.26534566,Google,Cadillac
Nokia Asha 205,Douglas,Computers_and_Electronics,-0.038720258,Nokia,Douglas
Boeing 777,Ferrari,Business_and_Industrial,0.30146956,Boeing,Ferrari
Bashar al-Assad,Buddhism,People_and_Society,0.24569756,Islam,Buddhism
Windows 2000,Apple,Computers_and_Electronics,0.22154683,Microsoft,Microsoft
Nokia 2330 Classic,BMW,Computers_and_Electronics,0.20135161,Nokia,BMW
Boeing 747-400,Google,Autos_and_Vehicles,0.10764018,Boeing,Google
Honda Silver Wing,Iran,Autos_and_Vehicles,0.13184628,Honda,Iran
Ferrari F430,Honda,Autos_and_Vehicles,0.36533576,Ferrari,Honda
Volvo 200 Series,Fiat,Autos_and_Vehicles,0.336675,Volvo,Fiat
Nissan Xterra,Fiat,Autos_and_Vehicles,0.39848742,Nissan,Fiat
Southern Denmark,France,Jobs_and_Education,0.46510738,Denmark,Denmark
BMW M54,Volvo,Autos_and_Vehicles,0.43532673,BMW,Volvo
Nissan Rogue,Suzuki,Autos_and_Vehicles,0.43304896,Nissan,Suzuki
Nyköping,India,Jobs_and_Education,0.13292706,Sweden,India
Nintendo Entertainment System,Nissan,Computers_and_Electronics,0.22808842,Nintendo,Nintendo
Adobe Flash Player,Microsoft,Computers_and_Electronics,0.27902645,Adobe,Microsoft
Warner Music Japan,Honolulu,Arts_and_Entertainment,0.31384137,Tokyo,Tokyo
Fiat Brevetti,Honda,Autos_and_Vehicles,0.46234807,Fiat,Honda
Singapore Press Holdings,Japan,Business_and_Industrial,0.33371028,Singapore,Japan
Daisuke Matsuzaka,Italy,Arts_and_Entertainment,0.13824195,Japan,Italy
NBC Nightly News,CBS,News,0.49631077,NBC,CBS
Nissan NX,Honda,Autos_and_Vehicles,0.472008,Nissan,Honda
Airbus A340,Honda,Autos_and_Vehicles,0.2893331,Airbus,Honda
Matsuo Bashō,Ireland,Law_and_Government,0.01911467,Japan,Ireland
Google One,Germany,Computers_and_Electronics,0.2050878,Google,Germany
Porsche 918,Chevrolet,Autos_and_Vehicles,0.59646213,Porsche,Chevrolet
BMW M67,Airbus,Autos_and_Vehicles,0.49433583,BMW,Airbus
Nissan Be-1,Toyota,Autos_and_Vehicles,0.4608985,Nissan,Toyota
Renault 18,Fiat,Autos_and_Vehicles,0.49655026,Renault,Fiat
Nokia 6650 fold,Porsche,Computers_and_Electronics,0.053503804,Nokia,Porsche
Moshe Katsav,Chile,Law_and_Government,0.023808587,Israel,Chile
Nintendo GameCube,Yamaha,Computers_and_Electronics,0.22401413,Nintendo,Yamaha
Medina Province,London,Business_and_Industrial,0.21836372,Medina,London
Toyota Vitz,Cadillac,Autos_and_Vehicles,0.4682577,Toyota,Cadillac
Ferrari 288 GTO,Boeing,Autos_and_Vehicles,0.18705511,Ferrari,Boeing
Koji Murofushi,Sweden,Law_and_Government,0.19899228,Japan,Sweden
Daisuke Matsuzaka,Sweden,Arts_and_Entertainment,0.21615595,Japan,Sweden
BMW M67,Nokia,Autos_and_Vehicles,0.25543854,BMW,Nokia
Fiat Panorama,Renault,Autos_and_Vehicles,0.4662121,Fiat,Renault
Porsche 997,Dodge,Autos_and_Vehicles,0.3481115,Porsche,Dodge
iPhone 8,Nissan,Computers_and_Electronics,0.2415488,Apple,Nissan
Nissan S30,Dodge,Autos_and_Vehicles,0.33789226,Nissan,Dodge
Atari Phoenix,Chevrolet,Computers_and_Electronics,0.26111177,Atari,Chevrolet
Nissan R88C,Toyota,Autos_and_Vehicles,0.46646643,Nissan,Toyota
Airbus A380,Apple,Autos_and_Vehicles,0.29456472,Airbus,Apple
Nokia 2600 classic,Honda,Computers_and_Electronics,0.11111274,Nokia,Honda
Google Earth,Adobe,Online_Communities,0.21981807,Google,Adobe
Apple Thunderbolt Display,Adobe,Computers_and_Electronics,0.12684666,Apple,Adobe
Ahliman Amiraslanov,physiology,Arts_and_Entertainment,-0.011955809,medicine,physiology
Honda 70,Nissan,Autos_and_Vehicles,0.5226406,Honda,Nissan
Nokia Asha 206,Volvo,Computers_and_Electronics,0.19869381,Nokia,Volvo
Tokushichi Mishima,Karachi,Sensitive_Subjects,0.085110255,Tokyo,Karachi
Animal Crossing,Apple,Games,0.17231306,Nintendo,Apple
Nokia Lumia 520,Nissan,Internet_and_Telecom,0.050325856,Nokia,Nissan
Tokyo Photographic Art Museum,Wayne,Arts_and_Entertainment,0.0740833,Tokyo,Wayne
Airbus A380,Nintendo,Autos_and_Vehicles,0.18555123,Airbus,Nintendo
Guntur district,Italy,Jobs_and_Education,0.27775005,India,Italy
Ferrari 599 GTB Fiorano,Toyota,Autos_and_Vehicles,0.35705096,Ferrari,Toyota
Crimea,Hungary,Jobs_and_Education,0.43727523,Ukraine,Hungary
Nissan Xterra,Fiat,Autos_and_Vehicles,0.39848742,Nissan,Fiat
Cadillac Series 62,Google,Autos_and_Vehicles,0.17625248,Cadillac,Google
iPhone 12 Pro,Dodge,Computers_and_Electronics,0.11154847,Apple,Dodge
Nissan Cima,IBM,Autos_and_Vehicles,0.17100707,Nissan,IBM
Shigeru Miyamoto,Poland,Arts_and_Entertainment,0.2709381,Japan,Poland
Seattle Hebrew Academy,Chennai,Jobs_and_Education,0.27027375,Seattle,Chennai
Windows 98,Amazon,Computers_and_Electronics,0.15811095,Microsoft,Amazon
Fiat Brevetti,Sony,Autos_and_Vehicles,0.1654798,Fiat,Sony
Visual Basic for Applications,Nintendo,Computers_and_Electronics,0.058670744,Microsoft,Nintendo
Boeing 757,IBM,Autos_and_Vehicles,0.33578992,Boeing,IBM
Toyota Yaris,Cadillac,Autos_and_Vehicles,0.40709403,Toyota,Cadillac
Toyota Camry XV20,Fiat,Autos_and_Vehicles,0.29120213,Toyota,Fiat
Sarvepalli Radhakrishnan,Spain,People_and_Society,0.09740046,India,Spain
Renault 5,Nissan,Autos_and_Vehicles,0.5049864,Renault,Nissan
Triumph TR7,Renault,Autos_and_Vehicles,0.40807888,Triumph,Renault
Airbus A321,IBM,Autos_and_Vehicles,0.33575976,Airbus,IBM
BMW M52,Fiat,Autos_and_Vehicles,0.37563494,BMW,Fiat
ESPN Extra,BBC,News,0.42898554,ESPN,ESPN
ASP.NET MVC Framework,Apple,Computers_and_Electronics,-0.056229465,Microsoft,Apple
Toyota AZ engine,Volvo,Autos_and_Vehicles,0.3947063,Toyota,Volvo
Windows Server 2000,Dodge,Computers_and_Electronics,0.032938015,Microsoft,Microsoft
Apple Pro Mouse,Sega,Computers_and_Electronics,0.29936272,Apple,Sega
Apple Thunderbolt Display,Atari,Computers_and_Electronics,0.06663546,Apple,Atari
Google Play,Microsoft,Internet_and_Telecom,0.37119302,Google,Microsoft
Boeing 777,Nissan,Business_and_Industrial,0.31340492,Boeing,Nissan
Honda NSR75,Nissan,Autos_and_Vehicles,0.514903,Honda,Nissan
Honda G engine,Dodge,Autos_and_Vehicles,0.26989996,Honda,Dodge
Game Boy Micro,Fiat,Games,0.15468901,Nintendo,Fiat
Google Workspace,Sega,Computers_and_Electronics,0.05739402,Google,Sega
Renault 4,Yamaha,Autos_and_Vehicles,0.327066,Renault,Yamaha
IBM Lotus Web Content Management,Yahoo,Computers_and_Electronics,0.20969333,IBM,Yahoo
Nintendo GameCube,Fiat,Computers_and_Electronics,0.15856014,Nintendo,Fiat
Saxony-Anhalt,Serbia,Business_and_Industrial,0.38224214,Germany,Serbia
Mount Fuji,Greece,Travel_and_Transportation,0.28666714,Japan,Greece
Kingdom of Croatia-Slavonia,German,Law_and_Government,0.148426,Croatian,Croatian
Ajay Devgn,Japan,Arts_and_Entertainment,0.20412461,India,Japan
Nexus One,Amazon,Computers_and_Electronics,0.27797663,Google,Amazon
Surface Book,Sega,Computers_and_Electronics,0.1715214,Microsoft,Sega
Toyota NZ engine,Dodge,Autos_and_Vehicles,0.28349978,Toyota,Dodge
Fiat 8 HP,Toyota,Autos_and_Vehicles,0.42288888,Fiat,Toyota
Miyagi Prefecture,Chile,Jobs_and_Education,0.23611444,Japan,Chile
Boeing 787 Dreamliner,Adobe,Autos_and_Vehicles,0.032577325,Boeing,Adobe
Toyota AD engine,Chevrolet,Autos_and_Vehicles,0.42699686,Toyota,Chevrolet
Canada,Australia,Jobs_and_Education,0.73289275,Canada,Australia
Windows NT,Google,Computers_and_Electronics,0.15996256,Microsoft,Microsoft
National Historic Sites of Canada ID,Kuwait,Travel_and_Transportation,0.0729117,Canada,Kuwait
Cloud SDK,Indonesia,Computers_and_Electronics,0.07676174,Google,Indonesia
iPhone 12,Nintendo,Computers_and_Electronics,0.28815728,Apple,Nintendo
Sergey Sokolov,Japan,Law_and_Government,0.24770996,Russia,Japan
Adobe Photoshop Lightroom,Sega,Computers_and_Electronics,0.10429582,Adobe,Sega
BMW M5,Renault,Autos_and_Vehicles,0.46600786,BMW,Renault
Mathilde Kralik,violin,Arts_and_Entertainment,0.29300594,piano,violin
Honda NS500,Airbus,Autos_and_Vehicles,0.3827509,Honda,Airbus
Adobe After Effects,Microsoft,Computers_and_Electronics,0.21403183,Adobe,Microsoft
Kevin Durant,baseball,Sports,0.31823444,basketball,basketball
Google Play,Apple,Internet_and_Telecom,0.38154718,Google,Google
North Rhine-Westphalia,Iran,Business_and_Industrial,0.21881333,Germany,Iran
Nokia X2-02,Toyota,Computers_and_Electronics,0.20109579,Nokia,Toyota
Koji Murofushi,Brazil,Law_and_Government,0.19152218,Japan,Brazil
Renault 12,Airbus,Autos_and_Vehicles,0.4464944,Renault,Airbus
Volvo 200 Series,Toyota,Autos_and_Vehicles,0.44253147,Volvo,Toyota
IBM 6150 RT,Renault,Computers_and_Electronics,0.21461657,IBM,Renault
BMW N53,Sony,Autos_and_Vehicles,0.24189223,BMW,Sony
Toyota Harrier,Porsche,Autos_and_Vehicles,0.5764903,Toyota,Porsche
Hisashi Inoue,India,Law_and_Government,0.20737094,Japan,India
The Protector,NBC,Arts_and_Entertainment,0.1980887,Netflix,NBC
Fiat Panorama,Sony,Autos_and_Vehicles,0.38092116,Fiat,Sony
Renault Laguna,Toyota,Autos_and_Vehicles,0.47595268,Renault,Toyota
NBC Nightly News,BBC,News,0.42196828,NBC,BBC
iPhone XS Max,Porsche,Computers_and_Electronics,0.1664297,Apple,Porsche
Spanish Empire,Delhi,People_and_Society,0.105279334,Madrid,Delhi
Community of Madrid,Valencia,Law_and_Government,0.5273424,Madrid,Valencia
Ferrari F40,Honda,Autos_and_Vehicles,0.432033,Ferrari,Honda
Dodge 330,Apple,Autos_and_Vehicles,0.12047087,Dodge,Apple
Toyota AZ engine,Samsung,Autos_and_Vehicles,0.17373922,Toyota,Samsung
Nokia 6610,Chevrolet,Computers_and_Electronics,0.16919541,Nokia,Chevrolet
Porsche 956,Douglas,Autos_and_Vehicles,0.23939538,Porsche,Douglas
