subject,target_true,domain,similarity,target_new,prediction
United Nations Research Institute For Social Development,Geneva,People_and_Society,0.25852588,Chicago,Chicago
Samsung Galaxy A6 (2018),Samsung,Internet_and_Telecom,0.52996206,Toyota,Toyota
IBM System/360 Model 67,IBM,Computers_and_Electronics,0.5727643,Microsoft,Microsoft
Surface Studio,Microsoft,Computers_and_Electronics,0.46706522,Toyota,Toyota
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Apple,Apple
Apple Mouse,Apple,Computers_and_Electronics,0.6762837,Adobe,Adobe
Skype Technologies,Microsoft,Internet_and_Telecom,0.35579127,Warsaw,Warsaw
Adobe AIR,Adobe,Computers_and_Electronics,0.8291361,Intel,Intel
iPhone SE (2nd generation),Apple,Computers_and_Electronics,0.4872989,Renault,Renault
Fiat 500 Moretti Coupé,Fiat,Autos_and_Vehicles,0.6721959,Apple,Apple
China Construction Bank,Beijing,Business_and_Industrial,0.49738562,Indianapolis,Indianapolis
Toyota AZ engine,Toyota,Autos_and_Vehicles,0.6418855,Ferrari,Ferrari
Apple HD SC Setup,Apple,Computers_and_Electronics,0.28436905,Microsoft,Microsoft
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Microsoft,Microsoft
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,IBM,IBM
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Chevrolet,Chevrolet
Syria,Syria,Law_and_Government,1.0000001,Singapore,Singapore
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Google,Google
Porsche 904,Porsche,Autos_and_Vehicles,0.80420077,Nissan,Nissan
Adobe GoLive,Adobe,Computers_and_Electronics,0.7348007,IBM,IBM
Dragon Ball,Japan,Games,0.28669134,Spain,Spain
Volvo 140 Series,Volvo,Autos_and_Vehicles,0.8162092,Toyota,Toyota
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Renault,Renault
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Boeing,Boeing
Eiichiro Oda,Japan,Arts_and_Entertainment,0.27827722,Denmark,Denmark
Windows 10 Mobile,Microsoft,Computers_and_Electronics,0.29652065,Sega,Sega
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Yahoo,Yahoo
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Nissan,Nissan
Windows 8,Microsoft,Computers_and_Electronics,0.5776942,Dodge,Microsoft
Nissan Almera Tino,Nissan,Autos_and_Vehicles,0.6478131,BMW,BMW
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Fiat,Fiat
James Brokenshire,London,Business_and_Industrial,0.3521173,Florence,Florence
Visual Basic for Applications,Microsoft,Computers_and_Electronics,0.3552482,Apple,Apple
Game Boy,Nintendo,Games,0.5748625,Toyota,Toyota
Alexander Suvorov,Moscow,News,0.28685623,Rome,Rome
Nokia 2330 Classic,Nokia,Computers_and_Electronics,0.7412649,Nintendo,Nintendo
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Porsche,Porsche
Balıkesir Province,Turkey,Jobs_and_Education,0.4429737,Italy,Italy
Tokyo Photographic Art Museum,Tokyo,Arts_and_Entertainment,0.6094759,Copenhagen,Copenhagen
Yahoo Games,Yahoo,Games,0.62144303,Google,Google
Giuseppe Ermini,Italy,Law_and_Government,0.28530553,Denmark,Denmark
iPad,Apple,Computers_and_Electronics,0.6354518,Dodge,Dodge
Chittoor district,India,Jobs_and_Education,0.33105898,Romania,Romania
Ali ibn al-Husayn Zayn al-'Abidin,Medina,People_and_Society,0.2858851,Montreal,Montreal
iPhone 7,Apple,Computers_and_Electronics,0.55001724,Triumph,Triumph
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,IBM,IBM
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,Airbus,Airbus
Sony Alpha 700,Sony,Computers_and_Electronics,0.79053086,Suzuki,Suzuki
Fiat 1900,Fiat,Autos_and_Vehicles,0.8487584,Toyota,Toyota
Princess Stéphanie of Belgium,Belgium,Law_and_Government,0.50007457,Germany,Germany
CBS News,CBS,News,0.79832286,HBO,HBO
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Yamaha,Yamaha
Fiat 10 HP,Fiat,Autos_and_Vehicles,0.7012785,Chrysler,Chrysler
Windows 3.0,Microsoft,Computers_and_Electronics,0.40877134,IBM,Microsoft
Nissan 1400,Nissan,Autos_and_Vehicles,0.77447844,Microsoft,Microsoft
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,BMW,BMW
Intel Data Plane Development Kit,Intel,Computers_and_Electronics,0.50257576,Apple,Apple
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Microsoft,Microsoft
Spain,Madrid,People_and_Society,0.74060494,Honolulu,Honolulu
Xbox 360,Microsoft,Computers_and_Electronics,0.47268212,Renault,Renault
Hisashi Inoue,Japan,Law_and_Government,0.37221056,Mexico,Mexico
Ferrari F40,Ferrari,Autos_and_Vehicles,0.8088397,Chevrolet,Chevrolet
Nissan 1400,Nissan,Autos_and_Vehicles,0.77447844,Intel,Intel
Heritage Lighthouse of Canada ID,Canada,Travel_and_Transportation,0.30864653,Morocco,Morocco
Koji Murofushi,Japan,Law_and_Government,0.44062448,Greece,Greece
New Super Mario Bros.,Nintendo,Games,0.55798024,Apple,Apple
iPhone XS Max,Apple,Computers_and_Electronics,0.4279248,Dodge,Dodge
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Fiat,Fiat
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Nintendo,Nintendo
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Amazon,Microsoft
Ferrari F310,Ferrari,Autos_and_Vehicles,0.8004565,Chevrolet,Chevrolet
Tanzania,Africa,People_and_Society,0.7329912,Europe,Africa
Chrysler ETV-1,Chrysler,Autos_and_Vehicles,0.61951554,Renault,Renault
Brazil,Portuguese,Jobs_and_Education,0.5148093,Finnish,Finnish
Nissan Model 70,Nissan,Autos_and_Vehicles,0.69432515,Renault,Renault
Renault 18,Renault,Autos_and_Vehicles,0.8792887,Nintendo,Nintendo
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Bentley,Bentley
The Legend of Zelda,Japan,Games,0.25015512,Denmark,Denmark
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Dodge,Dodge
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Suzuki,Suzuki
Chevrolet Corvette C7 Grand Sport,Chevrolet,Autos_and_Vehicles,0.53133315,Dodge,Dodge
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Google,Google
iPhone 12,Apple,Computers_and_Electronics,0.5117384,Nintendo,Nintendo
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,McLaren,McLaren
Apple USB Mouse,Apple,Computers_and_Electronics,0.48096353,Microsoft,Microsoft
Adobe After Effects,Adobe,Computers_and_Electronics,0.7193295,Apple,Apple
Frederick VII of Denmark,Denmark,News,0.6402304,Albania,Albania
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Nokia,Nokia
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Renault,Renault
Nintendo 3DS,Nintendo,Computers_and_Electronics,0.7157253,IBM,IBM
Sky Sports Premier League,Sky,Sports,0.553677,Germany,Germany
Zeitschrift für Physik,German,Science,0.24611044,Spanish,Spanish
Donkey Kong 3,Nintendo,Games,0.48893273,Google,Google
Ibn Arabi,Damascus,News,0.4790732,London,London
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,Cambodia,Cambodia
Yuldybayevo,Russian,Law_and_Government,0.3133029,German,Russian
Dodge Challenger R/T (LC),Dodge,Autos_and_Vehicles,0.6105207,BMW,BMW
Nakagawa,Japan,Jobs_and_Education,0.46160007,Austria,Austria
Wii U,Nintendo,Computers_and_Electronics,0.70873225,Square,Square
Dodge Ram SRT-10,Dodge,Autos_and_Vehicles,0.61218953,IBM,IBM
BMW M60,BMW,Autos_and_Vehicles,0.76307315,Ferrari,Ferrari
Honda SFX,Honda,Autos_and_Vehicles,0.71327513,Renault,Renault
Animal Crossing,Nintendo,Games,0.32049543,Apple,Apple
Sony Pictures,Sony,Arts_and_Entertainment,0.8504393,Amtrak,Amtrak
Nokia 6650 fold,Nokia,Computers_and_Electronics,0.5986712,Nissan,Nissan
Zeitschrift des Vereins für Hamburgische Geschichte,German,People_and_Society,0.310759,Finnish,Finnish
University of Manitoba,Winnipeg,Jobs_and_Education,0.55053735,London,London
Renault Laguna,Renault,Autos_and_Vehicles,0.77368236,Chevrolet,Chevrolet
Triumph 1300,Triumph,Autos_and_Vehicles,0.75980556,Apple,Apple
Adobe Fireworks,Adobe,Computers_and_Electronics,0.62702584,Microsoft,Microsoft
Cadillac XLR,Cadillac,Autos_and_Vehicles,0.72789085,Porsche,Porsche
Katsushika Hokusai,Japan,Arts_and_Entertainment,0.38837954,France,France
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,Renault,Renault
Nissan NX,Nissan,Autos_and_Vehicles,0.7679449,BMW,BMW
NOW on PBS,PBS,Arts_and_Entertainment,0.787483,CBS,CBS
Renault Caravelle,Renault,Autos_and_Vehicles,0.75252485,Chevrolet,Chevrolet
iPhone 8,Apple,Computers_and_Electronics,0.5535593,BMW,BMW
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Renault,Renault
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Suzuki,Suzuki
Irish,Ireland,Business_and_Industrial,0.7902789,Iran,Iran
Windows 9x,Microsoft,Computers_and_Electronics,0.4800976,Google,Google
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Google,Google
Porsche 924,Porsche,Autos_and_Vehicles,0.7900116,Toyota,Toyota
Krishna district,India,Jobs_and_Education,0.52281606,Venezuela,Venezuela
Masato Harada,Japan,Law_and_Government,0.221973,Italy,Italy
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Dodge,Dodge
Italian Liberal Party,Italy,News,0.50285095,Beijing,Beijing
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Australia,Australia
iPhone 12,Apple,Computers_and_Electronics,0.5117384,Toyota,Toyota
Toyota Camry XV20,Toyota,Autos_and_Vehicles,0.5900469,Porsche,Porsche
Ethiopia,Africa,People_and_Society,0.7091636,Antarctica,Antarctica
Sega Wow,Sega,Games,0.8870714,Sony,Sony
iPhone X,Apple,Computers_and_Electronics,0.6332896,Nintendo,Nintendo
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Chevrolet,Chevrolet
Weinsberg,Germany,Internet_and_Telecom,0.2818526,Iran,Iran
Nikolai Rimsky-Korsakov,piano,Arts_and_Entertainment,0.23025389,violin,violin
Airbus A330neo,Airbus,Autos_and_Vehicles,0.66816354,Honda,Honda
The Legend of Zelda.,Japan,Games,0.27127773,Belgium,Belgium
Porsche 550,Porsche,Autos_and_Vehicles,0.8087783,Chrysler,Chrysler
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,Apple,Apple
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,BMW,BMW
Boeing 737,Boeing,Autos_and_Vehicles,0.7383023,Apple,Apple
Fuad Rouhani,Iran,Law_and_Government,0.24551105,Greece,Greece
Google Genomics,Google,Computers_and_Electronics,0.5835167,Indonesia,Indonesia
Sarvepalli Radhakrishnan,India,People_and_Society,0.3561631,Israel,Israel
South Africa,English,Jobs_and_Education,0.35521954,French,French
Warangal District,India,Jobs_and_Education,0.30201182,Australia,Australia
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Dodge,Dodge
Nexus One,Google,Computers_and_Electronics,0.25151956,IBM,IBM
Herodian Kingdom of Judea,Jerusalem,People_and_Society,0.5229256,Tehran,Tehran
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Google,Google
Nexus 7,Google,Computers_and_Electronics,0.2656661,Samsung,Samsung
Kenya,Africa,People_and_Society,0.7600458,Europe,Asia
NBC Nightly News,NBC,News,0.708274,MTV,MTV
Adobe AIR,Adobe,Computers_and_Electronics,0.8291361,IBM,IBM
Renault 8,Renault,Autos_and_Vehicles,0.88893455,Porsche,Porsche
iPhone 7,Apple,Computers_and_Electronics,0.55001724,Samsung,Apple
Lisbon,Lisbon,People_and_Society,1.0000002,Oslo,Oslo
Hisashi Inoue,Japan,People_and_Society,0.37221056,Pakistan,Pakistan
Honda SH150i,Honda,Autos_and_Vehicles,0.64085394,Ferrari,Ferrari
Ferrari F2012,Ferrari,Autos_and_Vehicles,0.82301086,BMW,BMW
Rajneesh,India,Arts_and_Entertainment,0.39922905,Nigeria,Nigeria
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Chevrolet,Chevrolet
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,Nintendo,Nintendo
Ferrari 195 S,Ferrari,Autos_and_Vehicles,0.77693427,Bentley,Bentley
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Volvo,Volvo
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Renault,Renault
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,IBM,IBM
Fiat 24-32 HP,Fiat,Autos_and_Vehicles,0.6499034,Nintendo,Nintendo
Google Chrome,Google,Computers_and_Electronics,0.5333756,IBM,IBM
Nokia 2600 classic,Nokia,Computers_and_Electronics,0.70679903,Apple,Apple
Mecklenburg-Western Pomerania,Germany,Jobs_and_Education,0.4153576,Guatemala,Guatemala
Giovanni Morone,Rome,Sensitive_Subjects,0.36028558,Moscow,Moscow
Fiat Brevetti,Fiat,Autos_and_Vehicles,0.77260566,Triumph,Triumph
Renault Clio,Renault,Autos_and_Vehicles,0.77707523,Porsche,Porsche
Honda CB1100R,Honda,Autos_and_Vehicles,0.63139653,Chevrolet,Chevrolet
IBM TXSeries,IBM,Computers_and_Electronics,0.71932554,Apple,Apple
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Honda,Honda
Sarvepalli Radhakrishnan,India,Law_and_Government,0.3561631,Australia,Australia
Triumph 1500,Triumph,Autos_and_Vehicles,0.7437578,Apple,Apple
Airbus A330,Airbus,Autos_and_Vehicles,0.7211982,Microsoft,Microsoft
BMW GINA,BMW,Autos_and_Vehicles,0.75757104,Cadillac,Cadillac
Renault 5,Renault,Autos_and_Vehicles,0.88950044,Chevrolet,Renault
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Honda,Honda
Papyrus Oxyrhynchus 1,Greek,People_and_Society,0.24549508,French,French
Swedish News Agency,Stockholm,News,0.5669439,Montreal,Montreal
Samsung Galaxy Tab 7.0,Samsung,Computers_and_Electronics,0.4339632,Boeing,Boeing
BMW M52,BMW,Autos_and_Vehicles,0.78095865,Renault,Renault
Zeitschrift für Politik,German,People_and_Society,0.27778086,Russian,Russian
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Indonesia,Indonesia
Google Chat,Google,Online_Communities,0.49713862,Frankfurt,Frankfurt
Nokia N950,Nokia,Computers_and_Electronics,0.815747,Chevrolet,Chevrolet
Toronto,Canada,Business_and_Industrial,0.70632464,Romania,Romania
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,Apple,Apple
Giorgio de Chirico,Rome,Arts_and_Entertainment,0.3942393,Montreal,Montreal
Akira Kurosawa,Japan,Arts_and_Entertainment,0.38350233,Ireland,Ireland
Chrysler Phaeton,Chrysler,Autos_and_Vehicles,0.7406421,Nokia,Nokia
The Legend of Zelda.,Japan,Games,0.27127773,Switzerland,Switzerland
Fiat Zic,Fiat,Autos_and_Vehicles,0.8073771,BMW,BMW
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Samsung,Samsung
Jharkhand,Hindi,Law_and_Government,0.42584193,English,Hindi
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,Nintendo,Nintendo
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Honda,Honda
Sergei Lebedev,Russia,Law_and_Government,0.36390656,Hungary,Hungary
Adobe PageMaker,Adobe,Computers_and_Electronics,0.5733043,Microsoft,Microsoft
IBM Works,IBM,Computers_and_Electronics,0.8827659,Microsoft,Microsoft
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,IBM,IBM
Journalists' Union of the Athens Daily Newspapers,Athens,News,0.56993943,Paris,Paris
Apple Pro Mouse,Apple,Computers_and_Electronics,0.5310637,IBM,IBM
Google Maps,Google,Internet_and_Telecom,0.5455457,Sega,Sega
Masato Harada,Japan,People_and_Society,0.221973,Belgium,Belgium
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,Dodge,Dodge
Kabul District,Kabul,Business_and_Industrial,0.8318414,London,London
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,BMW,BMW
Renault FT,Renault,Autos_and_Vehicles,0.8271744,Nokia,Nokia
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,Iran,Iran
South Africa,English,Jobs_and_Education,0.35521954,Indonesian,Indonesian
Adobe Creative Suite,Adobe,Computers_and_Electronics,0.77571785,Apple,Apple
Ferrari 250 GTO,Ferrari,Autos_and_Vehicles,0.74742633,Toyota,Toyota
Przemysł II,Poland,Law_and_Government,0.5616672,Japan,Japan
J. R. R. Tolkien,English,Books_and_Literature,0.1792412,Russian,Russian
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Sega,Sega
Volvo 740,Volvo,Autos_and_Vehicles,0.7959323,Honda,Honda
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Renault,Renault
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Apple,Microsoft
Porsche 911,Porsche,Autos_and_Vehicles,0.8264444,Dodge,Dodge
BMW N55,BMW,Autos_and_Vehicles,0.79872805,Nokia,Nokia
Google Workspace,Google,Computers_and_Electronics,0.35278428,Nintendo,Nintendo
Boeing 720,Boeing,Autos_and_Vehicles,0.73530775,Google,Google
Chrysler CA,Chrysler,Autos_and_Vehicles,0.8300711,Suzuki,Suzuki
Zeitschrift fuer Kirchengeschichte,German,People_and_Society,0.37450182,Spanish,Spanish
Dragon Ball,Japan,Games,0.28669134,Austria,Austria
James Brokenshire,London,Business_and_Industrial,0.3521173,Philadelphia,Philadelphia
Nokia 6610,Nokia,Computers_and_Electronics,0.7991103,Apple,Apple
Eiichiro Oda,Japan,Arts_and_Entertainment,0.27827722,Cambodia,Cambodia
NOW on PBS,PBS,Arts_and_Entertainment,0.787483,BBC,BBC
Renault 19,Renault,Autos_and_Vehicles,0.8848273,Sony,Sony
Masato Harada,Japan,Law_and_Government,0.221973,India,India
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Cadillac,Cadillac
Renault 25,Renault,Autos_and_Vehicles,0.8373145,Nokia,Nokia
Google Container Registry,Google,Computers_and_Electronics,0.25657701,Italy,Google
Adobe Photoshop Lightroom,Adobe,Computers_and_Electronics,0.6228919,Boeing,Adobe
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,Adobe,Adobe
Honda NS500,Honda,Autos_and_Vehicles,0.7248075,Ferrari,Ferrari
Seattle City Light,Seattle,Travel_and_Transportation,0.6690901,London,London
Giuliano Vassalli,Italy,Law_and_Government,0.34132808,Algeria,Algeria
Guyana,English,Jobs_and_Education,0.2265767,Italian,Italian
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Cadillac,Cadillac
Anna Politkovskaya,Russian,Arts_and_Entertainment,0.5304612,English,English
BMW N55,BMW,Autos_and_Vehicles,0.79872805,Suzuki,Suzuki
McLaren MP4/15,McLaren,Autos_and_Vehicles,0.725141,Nissan,Nissan
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Sears,Sears
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Renault,Renault
Renault FT,Renault,Autos_and_Vehicles,0.8271744,Yamaha,Yamaha
American University in Cairo Department of English and Comparative Literature,Cairo,Jobs_and_Education,0.55180585,Queensland,Queensland
IBM OfficeVision,IBM,Computers_and_Electronics,0.6676792,Adobe,Adobe
Diane de France,Paris,Sensitive_Subjects,0.54374886,Sacramento,Sacramento
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Intel,Intel
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Ferrari,Ferrari
The Sopranos,HBO,Arts_and_Entertainment,0.5114299,MTV,MTV
National Library of Sweden,Stockholm,People_and_Society,0.5370854,Sydney,Sydney
Project A-ko,Japan,Business_and_Industrial,0.3139399,Greece,Greece
Tochigi,Japan,Jobs_and_Education,0.29939047,Nepal,Nepal
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Nokia,Nokia
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,BMW,BMW
Warangal District,India,Jobs_and_Education,0.30201182,Germany,Germany
Joseph Fischhof,piano,Arts_and_Entertainment,0.25496253,violin,violin
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,Toyota,Toyota
Triumph 1500,Triumph,Autos_and_Vehicles,0.7437578,Honda,Honda
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,Fiat,Fiat
Nintendo DSi,Nintendo,Computers_and_Electronics,0.6815551,Cadillac,Cadillac
IBM Roadrunner,IBM,Business_and_Industrial,0.714803,Dodge,Dodge
Finnish National Gallery artist ID,Finland,Arts_and_Entertainment,0.48112613,Italy,Italy
Fiat 10 HP,Fiat,Autos_and_Vehicles,0.7012785,Renault,Renault
Saxony-Anhalt,Germany,Business_and_Industrial,0.5453863,India,India
IBM 5100,IBM,Computers_and_Electronics,0.7136089,Fiat,Fiat
Netherlands Trading Society,Amsterdam,Business_and_Industrial,0.5677755,Seoul,Seoul
Google Play,Google,Internet_and_Telecom,0.4966762,Square,Square
Cadillac Series 62,Cadillac,Autos_and_Vehicles,0.7537757,Airbus,Airbus
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Google,Google
Alexander Riazantsev,Moscow,Arts_and_Entertainment,0.35767162,Rome,Rome
IBM Rational Rose XDE,IBM,Computers_and_Electronics,0.5354817,Adobe,Adobe
Honda Bravo,Honda,Autos_and_Vehicles,0.7918145,Microsoft,Honda
Renault R312,Renault,Autos_and_Vehicles,0.75861573,Nokia,Nokia
Samsung Galaxy Note 9,Samsung,Internet_and_Telecom,0.5731435,Apple,Apple
Nakagawa,Japan,Jobs_and_Education,0.46160007,Canada,Canada
Ferrari F50,Ferrari,Autos_and_Vehicles,0.8015546,Nintendo,Nintendo
German Democratic Republic,German,Law_and_Government,0.5959703,English,English
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,BMW,BMW
BMW N52,BMW,Autos_and_Vehicles,0.802217,Cadillac,Cadillac
BMW M52,BMW,Autos_and_Vehicles,0.78095865,Dodge,Dodge
BMW N55,BMW,Autos_and_Vehicles,0.79872805,Iran,Iran
Cadillac Series 61,Cadillac,Autos_and_Vehicles,0.792836,Nintendo,Nintendo
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Volvo,Volvo
IBM TXSeries,IBM,Computers_and_Electronics,0.71932554,Apple,Apple
Fiat 522,Fiat,Autos_and_Vehicles,0.7988572,Sony,Sony
Honda Silver Wing,Honda,Autos_and_Vehicles,0.57523113,Renault,Renault
Nokia 2330 Classic,Nokia,Computers_and_Electronics,0.7412649,Nissan,Nissan
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Apple,Apple
Canadian Opera Company,Toronto,Arts_and_Entertainment,0.3983041,London,London
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Volvo,Volvo
Porsche 804,Porsche,Autos_and_Vehicles,0.7920185,Nissan,Nissan
Seattle Opera,Seattle,Arts_and_Entertainment,0.55093884,Montreal,Montreal
Cadillac ELR,Cadillac,Autos_and_Vehicles,0.7441088,Ferrari,Ferrari
Aurskog-Høland,Norway,Business_and_Industrial,0.59775233,Iraq,Iraq
Sega Dreamcast,Sega,Computers_and_Electronics,0.73844767,Microsoft,Microsoft
Hesse,Germany,Jobs_and_Education,0.46131015,Austria,Austria
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Sony,Sony
Mitsubishi Pencil,Tokyo,Business_and_Industrial,0.30246302,Houston,Houston
